File_accession	File_format	File_type	File_format_type	Output_type	File_assembly	Experiment_accession	Assay	Donor(s)	Biosample_term_id	Biosample_term_name	Biosample_type	Biosample_organism	Biosample_treatments	Biosample_treatments_amount	Biosample_treatments_duration	Biosample_genetic_modifications_methods	Biosample_genetic_modifications_categories	Biosample_genetic_modifications_targets	Biosample_genetic_modifications_gene_targets	Biosample_genetic_modifications_site_coordinates	Biosample_genetic_modifications_zygosity	Experiment_target	Library_made_from	Library_depleted_in	Library_extraction_method	Library_lysis_method	Library_crosslinking_method	Library_strand_specific	Experiment_date_released	Project	RBNS_protein_concentration	Library_fragmentation_method	Library_size_range	Biological_replicate(s)	Technical_replicate(s)	Read_length	Mapped_read_length	Run_type	Paired_end	Paired_with	Index_of	Derived_from	Size	Lab	md5sum	dbxrefs	File_download_URL	Genome_annotation	Platform	Controlled_by	File_Status	s3_uri	Azure_URL	File_analysis_title	File_analysis_status	Audit_WARNING	Audit_NOT_COMPLIANT	Audit_ERROR
ENCFF284ZSX	bigWig	bigWig		signal_p-value	GRCh38	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF808COP/,_/files/ENCFF636ACK/	1349706741	ENCODE_Processing_Pipeline	74f597ccdcd0b4996e5eedbc3e9d96ec		https://www.encodeproject.org/files/ENCFF284ZSX/@@download/ENCFF284ZSX.bigWig				released	s3://encode-public/2019/02/11/ece4279e-f783-47aa-a9aa-c371754b54d1/ENCFF284ZSX.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/ece4279e-f783-47aa-a9aa-c371754b54d1/ENCFF284ZSX.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF241NFR	bigWig	bigWig		signal_p-value	hg19	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF522TUC/,_/files/ENCFF710FQT/	1625720714	ENCODE_Processing_Pipeline	2b9ec4836440820b282b82f7b558186c		https://www.encodeproject.org/files/ENCFF241NFR/@@download/ENCFF241NFR.bigWig				released	s3://encode-public/2019/02/11/8affb2a9-771b-425c-9868-e6a23f561105/ENCFF241NFR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/8affb2a9-771b-425c-9868-e6a23f561105/ENCFF241NFR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF259VRN	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF808COP/,_/files/ENCFF636ACK/	1533015222	ENCODE_Processing_Pipeline	cc9adf5ee7fc61923e12b2e90b1b59dd		https://www.encodeproject.org/files/ENCFF259VRN/@@download/ENCFF259VRN.bigWig				released	s3://encode-public/2019/02/11/58075b7f-a120-49ec-abd0-14dd2481bf9e/ENCFF259VRN.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/58075b7f-a120-49ec-abd0-14dd2481bf9e/ENCFF259VRN.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF270YSJ	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_peaks	GRCh38	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF793DJY/	1456561	ENCODE_Processing_Pipeline	b88d4374f072ced0455faa607e63501c		https://www.encodeproject.org/files/ENCFF270YSJ/@@download/ENCFF270YSJ.bed.gz				released	s3://encode-public/2019/02/11/3c39593f-39f7-413f-a765-7fea38e3124c/ENCFF270YSJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/3c39593f-39f7-413f-a765-7fea38e3124c/ENCFF270YSJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF932GIV	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_peaks	GRCh38	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF270YSJ/	2973622	ENCODE_Processing_Pipeline	bd0e4fb32885bd11d872e8cda271fb0f		https://www.encodeproject.org/files/ENCFF932GIV/@@download/ENCFF932GIV.bigBed				released	s3://encode-public/2019/02/11/2a8e23b6-a13e-445c-a3c1-0992c9968b64/ENCFF932GIV.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/2a8e23b6-a13e-445c-a3c1-0992c9968b64/ENCFF932GIV.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF524WFQ	bigWig	bigWig		fold_change_over_control	hg19	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF522TUC/,_/files/ENCFF710FQT/	1538950866	ENCODE_Processing_Pipeline	8e8c91762538e6562d97ed5b0c6213ba		https://www.encodeproject.org/files/ENCFF524WFQ/@@download/ENCFF524WFQ.bigWig				released	s3://encode-public/2019/02/11/e0fead35-feb3-41e0-b711-f27bffe4fd73/ENCFF524WFQ.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/e0fead35-feb3-41e0-b711-f27bffe4fd73/ENCFF524WFQ.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF942UNJ	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_peaks	hg19	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF876PGA/	1467623	ENCODE_Processing_Pipeline	036cd50b4b8e551efe62ab9b5afa462f		https://www.encodeproject.org/files/ENCFF942UNJ/@@download/ENCFF942UNJ.bed.gz				released	s3://encode-public/2019/02/11/431ca724-d27b-4d92-a654-7188d039d198/ENCFF942UNJ.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/431ca724-d27b-4d92-a654-7188d039d198/ENCFF942UNJ.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF696GSW	bigBed_narrowPeak	bigBed	narrowPeak	pseudoreplicated_peaks	hg19	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF942UNJ/	2984209	ENCODE_Processing_Pipeline	f9dcbd531478489bc1d3510a12faaec5		https://www.encodeproject.org/files/ENCFF696GSW/@@download/ENCFF696GSW.bigBed				released	s3://encode-public/2019/02/11/de01d303-6dd0-4acd-939c-e4d9765cd3bd/ENCFF696GSW.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/de01d303-6dd0-4acd-939c-e4d9765cd3bd/ENCFF696GSW.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF564PES	fastq	fastq		reads		ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1	76		single-ended					920983582	Bradley_Bernstein,_Broad	911b56de4096fdb50d2d13d7462cdaf8	SRA:SRR10837590	https://www.encodeproject.org/files/ENCFF564PES/@@download/ENCFF564PES.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2017/12/06/f2b14f10-e5e0-438e-852a-d56c0a4885b2/ENCFF564PES.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/f2b14f10-e5e0-438e-852a-d56c0a4885b2/ENCFF564PES.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF851QYW	fastq	fastq		reads		ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1	76		single-ended					972152091	Bradley_Bernstein,_Broad	c6fed66f36b84417a4d7be39cab72194	SRA:SRR10837591	https://www.encodeproject.org/files/ENCFF851QYW/@@download/ENCFF851QYW.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2017/12/06/bfaf0c0f-27e5-44c6-8cd3-38cda6ae7e71/ENCFF851QYW.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2017/12/06/bfaf0c0f-27e5-44c6-8cd3-38cda6ae7e71/ENCFF851QYW.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF155XPN	bam	bam		unfiltered_alignments	GRCh38	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF303NHQ/,_/files/ENCFF053CBZ/,_/files/ENCFF564PES/,_/files/ENCFF851QYW/,_/files/ENCFF765XNJ/,_/files/ENCFF110MCL/,_/files/ENCFF394YBR/	3653960562	ENCODE_Processing_Pipeline	3e2fccd20ecb90e54dbb23477e10e065		https://www.encodeproject.org/files/ENCFF155XPN/@@download/ENCFF155XPN.bam				released	s3://encode-public/2020/09/24/ed11c6d2-ff11-4c56-be16-d2b5994d7188/ENCFF155XPN.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/ed11c6d2-ff11-4c56-be16-d2b5994d7188/ENCFF155XPN.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF781VZS	bam	bam		alignments	GRCh38	ENCSR204OJS	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K27ac-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF303NHQ/,_/files/ENCFF053CBZ/,_/files/ENCFF564PES/,_/files/ENCFF851QYW/,_/files/ENCFF765XNJ/,_/files/ENCFF110MCL/,_/files/ENCFF394YBR/	3124729162	ENCODE_Processing_Pipeline	fe23c272357751fca2a2d99ac157a2ef		https://www.encodeproject.org/files/ENCFF781VZS/@@download/ENCFF781VZS.bam				released	s3://encode-public/2020/09/24/4258ba3b-78e3-44aa-a18f-baa47723be2d/ENCFF781VZS.bam	https://datasetencode.blob.core.windows.net/dataset/2020/09/24/4258ba3b-78e3-44aa-a18f-baa47723be2d/ENCFF781VZS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF193BMU	bigWig	bigWig		signal_p-value	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF072NXF/,_/files/ENCFF829IOW/	1393444095	ENCODE_Processing_Pipeline	cc8de54aca7f964d9e9cc787a7fdc957		https://www.encodeproject.org/files/ENCFF193BMU/@@download/ENCFF193BMU.bigWig				released	s3://encode-public/2020/09/22/76a20ea5-4dd3-4b04-b554-8013cd1af78e/ENCFF193BMU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2020/09/22/76a20ea5-4dd3-4b04-b554-8013cd1af78e/ENCFF193BMU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4_v1.5.1_GRCh38	released			
ENCFF005HYM	fastq	fastq		reads		ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_2	76		single-ended					704085996	Bradley_Bernstein,_Broad	597d97e93af6205b55854ee2a4911c3b	SRA:SRR10837357	https://www.encodeproject.org/files/ENCFF005HYM/@@download/ENCFF005HYM.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2019/01/28/565279c0-4842-45e4-9c38-2fefa1b840db/ENCFF005HYM.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/565279c0-4842-45e4-9c38-2fefa1b840db/ENCFF005HYM.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF924GYP	fastq	fastq		reads		ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_2	76		single-ended					681596042	Bradley_Bernstein,_Broad	973ff0da608d8e20451d8695a42463b4	SRA:SRR10837358	https://www.encodeproject.org/files/ENCFF924GYP/@@download/ENCFF924GYP.fastq.gz		Illumina_HiSeq_2500		released	s3://encode-public/2019/01/28/4e83398d-d652-4853-aff5-876b65e4ce50/ENCFF924GYP.fastq.gz	https://datasetencode.blob.core.windows.net/dataset/2019/01/28/4e83398d-d652-4853-aff5-876b65e4ce50/ENCFF924GYP.fastq.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D			missing_controlled_by		
ENCFF340BCT	bam	bam		unfiltered_alignments	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF688AOU/,_/files/ENCFF924GYP/,_/files/ENCFF643CGH/,_/files/ENCFF005HYM/,_/files/ENCFF622KGH/	4599095941	ENCODE_Processing_Pipeline	a93afac2aab9854b16505a5a5cd59b98		https://www.encodeproject.org/files/ENCFF340BCT/@@download/ENCFF340BCT.bam				released	s3://encode-public/2019/02/09/5aac0f48-4d51-462a-b952-018858c3ac98/ENCFF340BCT.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/5aac0f48-4d51-462a-b952-018858c3ac98/ENCFF340BCT.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF905ZCU	bam	bam		unfiltered_alignments	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF688AOU/,_/files/ENCFF924GYP/,_/files/ENCFF807MUK/,_/files/ENCFF005HYM/,_/files/ENCFF622KGH/	4587066713	ENCODE_Processing_Pipeline	eb5a218bfcf3a367f99277e0229a35e5		https://www.encodeproject.org/files/ENCFF905ZCU/@@download/ENCFF905ZCU.bam				released	s3://encode-public/2019/02/09/9b5e03f3-0a52-495d-bffe-e9a07ec427c8/ENCFF905ZCU.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/9b5e03f3-0a52-495d-bffe-e9a07ec427c8/ENCFF905ZCU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF339AGD	bam	bam		alignments	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF688AOU/,_/files/ENCFF924GYP/,_/files/ENCFF807MUK/,_/files/ENCFF005HYM/,_/files/ENCFF622KGH/	3875384980	ENCODE_Processing_Pipeline	2bad89bcf688f475fcab9154460b09b6		https://www.encodeproject.org/files/ENCFF339AGD/@@download/ENCFF339AGD.bam				released	s3://encode-public/2019/02/09/7385bc75-1898-4612-b0a6-155a3c06286e/ENCFF339AGD.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/7385bc75-1898-4612-b0a6-155a3c06286e/ENCFF339AGD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF516FFC	bam	bam		alignments	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2		76					/files/ENCFF688AOU/,_/files/ENCFF924GYP/,_/files/ENCFF643CGH/,_/files/ENCFF005HYM/,_/files/ENCFF622KGH/	3880426505	ENCODE_Processing_Pipeline	2ee313421f0784176e51d4a35903ebc2		https://www.encodeproject.org/files/ENCFF516FFC/@@download/ENCFF516FFC.bam				released	s3://encode-public/2019/02/09/eb3aaa13-dc28-4c47-923a-8060102903d7/ENCFF516FFC.bam	https://datasetencode.blob.core.windows.net/dataset/2019/02/09/eb3aaa13-dc28-4c47-923a-8060102903d7/ENCFF516FFC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF039UCO	bed_narrowPeak	bed	narrowPeak	peaks	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF516FFC/,_/files/ENCFF808COP/	2098361	ENCODE_Processing_Pipeline	de5010498b1fa7b43f6d7af76477dc2a		https://www.encodeproject.org/files/ENCFF039UCO/@@download/ENCFF039UCO.bed.gz				released	s3://encode-public/2019/02/11/3387cfda-6a13-475e-8cc5-f4e7d723e263/ENCFF039UCO.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/3387cfda-6a13-475e-8cc5-f4e7d723e263/ENCFF039UCO.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF644STJ	bigBed_narrowPeak	bigBed	narrowPeak	peaks	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF039UCO/	5027992	ENCODE_Processing_Pipeline	967760085c33001f7b50632a9165fa40		https://www.encodeproject.org/files/ENCFF644STJ/@@download/ENCFF644STJ.bigBed				released	s3://encode-public/2019/02/11/f443880a-6d26-47ef-a35c-890c64c54578/ENCFF644STJ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/f443880a-6d26-47ef-a35c-890c64c54578/ENCFF644STJ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF333LQF	bed_narrowPeak	bed	narrowPeak	peaks	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF522TUC/,_/files/ENCFF339AGD/	3401177	ENCODE_Processing_Pipeline	8b9d16b43d1a24650e4e33cac60f96ef		https://www.encodeproject.org/files/ENCFF333LQF/@@download/ENCFF333LQF.bed.gz				released	s3://encode-public/2019/02/11/9011d6a4-7289-445a-8630-cebfdb5ef5aa/ENCFF333LQF.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/9011d6a4-7289-445a-8630-cebfdb5ef5aa/ENCFF333LQF.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF510USZ	bigBed_narrowPeak	bigBed	narrowPeak	peaks	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF333LQF/	8405230	ENCODE_Processing_Pipeline	ae8f753f48763f9fbfbe6a7a871dc5ab		https://www.encodeproject.org/files/ENCFF510USZ/@@download/ENCFF510USZ.bigBed				released	s3://encode-public/2019/02/11/6356fc41-c09c-4337-8afa-79a96dc11a47/ENCFF510USZ.bigBed	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/6356fc41-c09c-4337-8afa-79a96dc11a47/ENCFF510USZ.bigBed?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF414FQR	bigWig	bigWig		signal_p-value	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF522TUC/,_/files/ENCFF339AGD/	1601519408	ENCODE_Processing_Pipeline	9e6d0cfefc9468b8efdd187f08ddb3dc		https://www.encodeproject.org/files/ENCFF414FQR/@@download/ENCFF414FQR.bigWig				released	s3://encode-public/2019/02/11/d4e98df4-1266-41cb-a69d-cce7b9e9991b/ENCFF414FQR.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/d4e98df4-1266-41cb-a69d-cce7b9e9991b/ENCFF414FQR.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF648AGD	bigWig	bigWig		signal_p-value	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF516FFC/,_/files/ENCFF808COP/	1646737892	ENCODE_Processing_Pipeline	52bacc22651f046397cfab2ef4db1689		https://www.encodeproject.org/files/ENCFF648AGD/@@download/ENCFF648AGD.bigWig				released	s3://encode-public/2019/02/11/15544aea-ee65-4f00-a35a-623de94eec49/ENCFF648AGD.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/15544aea-ee65-4f00-a35a-623de94eec49/ENCFF648AGD.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF662HMU	bigWig	bigWig		fold_change_over_control	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF522TUC/,_/files/ENCFF339AGD/	1720598169	ENCODE_Processing_Pipeline	8e57a2035fb8cd649bb453c76f3a2553		https://www.encodeproject.org/files/ENCFF662HMU/@@download/ENCFF662HMU.bigWig				released	s3://encode-public/2019/02/11/a0f511e2-2156-4302-a627-c43ccf0e5447/ENCFF662HMU.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/a0f511e2-2156-4302-a627-c43ccf0e5447/ENCFF662HMU.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
ENCFF347MBW	bigWig	bigWig		fold_change_over_control	GRCh38	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF516FFC/,_/files/ENCFF808COP/	1780217215	ENCODE_Processing_Pipeline	79cb4a3c4c054e7e74e7213b1319a6b7		https://www.encodeproject.org/files/ENCFF347MBW/@@download/ENCFF347MBW.bigWig				released	s3://encode-public/2019/02/11/1e8923da-ca12-472c-81df-37ff485f4c00/ENCFF347MBW.bigWig	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/1e8923da-ca12-472c-81df-37ff485f4c00/ENCFF347MBW.bigWig?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_GRCh38	archived			
ENCFF106GCW	bed_narrowPeak	bed	narrowPeak	pseudoreplicated_peaks	hg19	ENCSR007GED	Histone_ChIP-seq	/human-donors/ENCDO451RUA/	UBERON:0000945	stomach	tissue	Homo_sapiens										H3K36me3-human	DNA						2019-02-12	ENCODE		sonication_(generic)	200-600	1	1_1,_1_2							/files/ENCFF333LQF/	1532361	ENCODE_Processing_Pipeline	55d076b66cb926e0e67acdb535f0f1cf		https://www.encodeproject.org/files/ENCFF106GCW/@@download/ENCFF106GCW.bed.gz				released	s3://encode-public/2019/02/11/511b2e9a-a84d-4bd3-bd5a-7c3084bcad9b/ENCFF106GCW.bed.gz	https://datasetencode.blob.core.windows.net/dataset/2019/02/11/511b2e9a-a84d-4bd3-bd5a-7c3084bcad9b/ENCFF106GCW.bed.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE3_hg19	archived			
